time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452450000	4.58925	18.8316	4.94241	3.79907	0.457044	radar	1.48464	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.40536	18.7004	4.92128	3.81738	0.453297	lidar	1.12817	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.22117	18.5569	4.89456	3.8335	0.442684	radar	1.45447	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.0831	18.4024	4.84294	3.86443	0.451755	lidar	2.10766	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.89859	18.2336	4.88268	3.89623	0.469969	radar	7.17711	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.65774	18.0913	4.93194	3.89808	0.448995	lidar	2.6714	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.49247	17.9382	4.89247	3.91372	0.43786	radar	3.3851	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.27445	17.7711	4.9326	3.92389	0.426218	lidar	1.30178	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.09621	17.5899	4.95913	3.95027	0.436326	radar	2.44845	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.91518	17.4705	4.93014	3.9528	0.418994	lidar	6.25553	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.76791	17.259	4.95711	3.99364	0.445133	radar	3.30999	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.59362	17.075	4.96637	4.01147	0.440852	lidar	0.0994848	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.43158	16.905	4.93083	4.02132	0.423033	radar	1.91308	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.26646	16.7324	4.92618	4.03511	0.416277	lidar	0.55162	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.09789	16.5354	4.92637	4.04853	0.404511	radar	5.09969	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.94229	16.3073	4.956	4.07507	0.409855	lidar	2.24182	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.78885	16.1283	4.92833	4.08418	0.394721	radar	1.25055	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.59114	15.9578	4.95043	4.0814	0.373296	lidar	2.16175	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.46111	15.7313	4.97925	4.11464	0.392174	radar	1.75464	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.29135	15.5149	5.01234	4.12716	0.384985	lidar	1.03279	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.14081	15.3206	5.0031	4.13711	0.37439	radar	1.10633	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.93804	15.1038	5.06137	4.13668	0.355502	lidar	3.15528	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.797443	14.9197	5.01971	4.14211	0.338817	radar	2.70962	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.68258	14.7049	5.00765	4.16525	0.344798	lidar	0.1788	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.568941	14.4675	5.03177	4.195	0.360338	radar	1.48012	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.398379	14.2468	5.06803	4.19844	0.346137	lidar	1.33177	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.278601	14	5.11836	4.22794	0.364657	radar	3.31489	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.240281	13.7529	5.08035	4.27453	0.391851	lidar	3.15638	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.137274	13.5122	5.10739	4.30016	0.401519	radar	1.29548	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0220131	13.2838	5.14091	4.29999	0.381813	lidar	1.70404	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.135994	13.063	5.11937	4.30934	0.369422	radar	0.905481	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.162901	12.8353	5.06672	4.34988	0.391326	lidar	3.04168	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.277394	12.6076	5.04906	4.35502	0.372897	radar	3.50948	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.393059	12.3716	5.0653	4.36351	0.362903	lidar	0.42164	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.510402	12.1604	5.04095	4.36369	0.342741	radar	4.00765	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.593188	11.9385	5.02496	4.37903	0.341317	lidar	0.519553	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.710702	11.7099	5.02334	4.37978	0.323089	radar	3.11941	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.889853	11.4673	5.07995	4.36201	0.289582	lidar	5.00728	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-0.987127	11.2399	5.0435	4.36487	0.271834	radar	3.64011	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.1554	11.0113	5.07757	4.34788	0.242069	lidar	3.44874	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.23877	10.769	5.09292	4.36546	0.250474	radar	0.758331	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.36725	10.5158	5.12861	4.36445	0.237137	lidar	1.46306	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.45372	10.2577	5.15709	4.38062	0.243784	radar	1.25424	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.55832	10.0444	5.13699	4.38146	0.233229	lidar	2.14103	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.64558	9.81438	5.11541	4.38739	0.225276	radar	0.649539	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.72828	9.59095	5.09691	4.39563	0.22261	lidar	0.773763	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.83348	9.34317	5.12571	4.39999	0.218375	radar	2.75596	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.91739	9.05448	5.17497	4.41347	0.220305	lidar	4.17818	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.00264	8.82987	5.14005	4.41459	0.206817	radar	1.9791	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.1008	8.57798	5.15808	4.41712	0.199208	lidar	0.408139	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.22151	8.32783	5.17969	4.40973	0.181092	radar	3.51626	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.27888	8.09068	5.15981	4.42433	0.186552	lidar	0.413985	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.3472	7.87465	5.11643	4.42974	0.180703	radar	5.47249	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.45829	7.62427	5.14119	4.42491	0.167294	lidar	1.12803	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.61089	7.39174	5.13807	4.3957	0.12245	radar	7.28682	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.71452	7.13528	5.16317	4.39445	0.115261	lidar	0.670312	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.78418	6.90047	5.15057	4.40417	0.120602	radar	1.25067	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.83583	6.6856	5.10463	4.41626	0.126574	lidar	2.19522	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.90646	6.45917	5.06084	4.41391	0.109376	radar	4.58767	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.96446	6.21968	5.05005	4.42455	0.114284	lidar	0.221787	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.08038	5.9755	5.0741	4.41445	0.0986656	radar	3.70302	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.16045	5.7042	5.10878	4.41979	0.0988688	lidar	1.57237	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.26875	5.45784	5.11065	4.40459	0.0705694	radar	3.05094	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.36197	5.19814	5.13732	4.40405	0.0666901	lidar	0.708785	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.43549	4.95233	5.13799	4.40971	0.0698644	radar	0.0225971	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.54416	4.67954	5.18701	4.40485	0.0621307	lidar	2.5162	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.6541	4.42751	5.19579	4.38874	0.0338603	radar	3.037	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.78024	4.1612	5.2437	4.37811	0.022746	lidar	3.30823	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.86787	3.91962	5.2401	4.38016	0.0259491	radar	0.934601	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.94206	3.68346	5.22022	4.38382	0.0279193	lidar	0.440748	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.04868	3.47086	5.18575	4.36722	0.00235189	radar	4.70908	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.13853	3.22598	5.1882	4.36679	0.00189101	lidar	0.0103772	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.2554	2.97234	5.21291	4.35224	-0.0192075	radar	1.40353	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.34226	2.70242	5.2415	4.35565	-0.0148453	lidar	1.22263	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.43281	2.45233	5.24658	4.35576	-0.0139577	radar	0.0795901	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.53511	2.19133	5.27205	4.35387	-0.0144407	lidar	0.807704	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.64649	1.95433	5.27127	4.33445	-0.0461755	radar	4.77257	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.75812	1.68673	5.30865	4.33124	-0.0459224	lidar	1.7943	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.88299	1.4365	5.33207	4.31497	-0.0670504	radar	1.30306	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.94361	1.19749	5.2977	4.32222	-0.0587025	lidar	4.28506	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.04295	0.97394	5.26953	4.31668	-0.0618974	radar	1.01385	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.10561	0.737357	5.23815	4.32297	-0.0545489	lidar	3.59992	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.19845	0.451036	5.29498	4.32492	-0.0536403	radar	5.14879	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.27441	0.208751	5.27757	4.32822	-0.0487988	lidar	1.2918	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.38558	-0.0274146	5.26767	4.32618	-0.0424091	radar	5.89595	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.45896	-0.267681	5.24874	4.33032	-0.037273	lidar	1.45268	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.5789	-0.463013	5.20263	4.31204	-0.0570273	radar	4.34071	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.7152	-0.656372	5.16323	4.29152	-0.0753077	lidar	3.4651	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.82738	-0.88729	5.17739	4.2765	-0.0966259	radar	5.82685	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.92327	-1.14666	5.20117	4.28023	-0.0874858	lidar	0.914474	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.01287	-1.40843	5.22534	4.2852	-0.0789037	radar	2.40941	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.1501	-1.61917	5.20728	4.26813	-0.0923872	lidar	1.48927	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.28866	-1.85716	5.25222	4.24602	-0.121715	radar	4.98394	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.39484	-2.10102	5.25761	4.2454	-0.116124	lidar	0.236388	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.54452	-2.3105	5.2441	4.22566	-0.130697	radar	3.52224	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.69214	-2.5211	5.23205	4.20796	-0.142227	lidar	0.881093	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.84531	-2.73829	5.23966	4.18892	-0.156696	radar	1.64379	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.94171	-2.99509	5.25664	4.19767	-0.139507	lidar	1.75166	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.07141	-3.22006	5.24778	4.19138	-0.137462	radar	0.153913	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.1967	-3.41848	5.21287	4.17984	-0.14319	lidar	1.52548	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.34283	-3.66228	5.24235	4.1732	-0.142105	radar	4.38812	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.49885	-3.81449	5.17464	4.14396	-0.166298	lidar	5.68933	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.64154	-4.02659	5.17751	4.13227	-0.171442	radar	0.583033	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.79855	-4.24785	5.1909	4.12086	-0.173981	lidar	0.47364	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.9489	-4.46659	5.19758	4.11175	-0.174212	radar	0.358046	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.11342	-4.69579	5.22286	4.10186	-0.174836	lidar	1.17232	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.25573	-4.90105	5.18366	4.09793	-0.165362	radar	2.50006	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.39336	-5.11487	5.17938	4.09389	-0.161159	lidar	0.183358	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.54024	-5.29014	5.11957	4.08209	-0.161843	radar	4.43293	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.73184	-5.4872	5.13392	4.06043	-0.175317	lidar	1.84155	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.89069	-5.68594	5.12229	4.05104	-0.174727	radar	0.448672	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.05118	-5.87112	5.10828	4.03771	-0.179605	lidar	0.268702	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.19119	-6.03562	5.03999	4.02894	-0.177015	radar	6.94546	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.3689	-6.14983	4.97564	3.99526	-0.203037	lidar	6.00856	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.54209	-6.33497	4.97444	3.98277	-0.204729	radar	0.92123	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.69037	-6.53315	4.9752	3.98117	-0.196043	lidar	0.287185	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.90386	-6.69959	5.00475	3.9523	-0.216544	radar	6.96019	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.108	-6.86038	5.0081	3.92777	-0.23023	lidar	0.817727	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.2894	-7.02612	5.00992	3.91197	-0.235309	radar	1.16448	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5189	-7.19907	5.04373	3.88665	-0.248353	lidar	3.52523	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7191	-7.34814	5.0422	3.86451	-0.258604	radar	2.21987	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9643	-7.50373	5.07439	3.83396	-0.27569	lidar	3.74807	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.151	-7.65019	5.0464	3.81908	-0.276667	radar	1.34435	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3097	-7.7965	5.00852	3.8125	-0.270075	lidar	3.13499	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5028	-7.93008	4.98297	3.79424	-0.274917	radar	2.07543	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.6877	-8.03413	4.93725	3.77073	-0.285379	lidar	3.69049	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8802	-8.15534	4.88562	3.75208	-0.289532	radar	2.39017	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.0979	-8.24596	4.8649	3.71913	-0.308163	lidar	1.43724	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3182	-8.37638	4.90518	3.69995	-0.311778	radar	2.53106	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5258	-8.45524	4.87048	3.66944	-0.327104	lidar	2.5982	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7293	-8.55127	4.82284	3.64641	-0.334434	radar	2.29143	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0061	-8.63591	4.8617	3.60525	-0.357766	lidar	4.42314	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2478	-8.74111	4.89536	3.58229	-0.361913	radar	2.77377	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4738	-8.78544	4.86495	3.54433	-0.381981	lidar	2.83582	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.687	-8.84092	4.80296	3.51284	-0.396474	radar	4.66226	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9215	-8.93607	4.81817	3.49449	-0.394711	lidar	0.447701	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1665	-9.02792	4.86955	3.47743	-0.389617	radar	2.69593	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.3965	-9.12388	4.87769	3.46429	-0.383262	lidar	0.272365	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6247	-9.19781	4.86557	3.44463	-0.384477	radar	0.233543	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9071	-9.19823	4.88724	3.39213	-0.416348	lidar	2.94613	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1613	-9.27323	4.9136	3.37488	-0.41214	radar	4.35061	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4295	-9.37089	4.95946	3.36546	-0.400306	lidar	4.93643	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6722	-9.4067	4.93124	3.33611	-0.412272	radar	2.06283	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9332	-9.47855	4.95952	3.32265	-0.40475	lidar	1.94711	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1831	-9.49465	4.94478	3.29004	-0.41864	radar	2.4724	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4367	-9.48769	4.94439	3.25299	-0.434185	lidar	0.828911	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6572	-9.49153	4.89943	3.22409	-0.443953	radar	5.36293	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9394	-9.47612	4.93541	3.1858	-0.458608	lidar	1.79579	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.1909	-9.52909	4.95828	3.18132	-0.438517	radar	7.48753	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4529	-9.54054	4.97491	3.1598	-0.437755	lidar	0.492956	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7095	-9.53352	4.97283	3.13178	-0.445621	radar	1.75255	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9655	-9.49971	4.97967	3.09836	-0.456103	lidar	0.36351	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2095	-9.46687	4.9614	3.06547	-0.468982	radar	0.877697	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4215	-9.49723	4.92173	3.06311	-0.449818	lidar	1.98983	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6586	-9.48137	4.92113	3.04543	-0.443262	radar	1.64874	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.908	-9.4687	4.92598	3.0282	-0.438468	lidar	0.23167	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1393	-9.42936	4.91885	3.0052	-0.437908	radar	3.99704	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3821	-9.31884	4.92668	2.95577	-0.463853	lidar	3.19583	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6161	-9.24721	4.90955	2.92019	-0.479595	radar	1.30318	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8657	-9.13021	4.93237	2.87408	-0.500017	lidar	1.67564	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1011	-9.03398	4.93564	2.83839	-0.510386	radar	5.16514	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2897	-9.12986	4.84257	2.87462	-0.454517	lidar	14.2652	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5291	-9.08228	4.84951	2.86054	-0.444713	radar	1.52523	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7496	-8.99019	4.84301	2.82982	-0.452841	lidar	0.729927	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.991	-8.9088	4.8542	2.80474	-0.456218	radar	2.36995	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.19	-8.83774	4.81824	2.78461	-0.454497	lidar	1.52522	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4234	-8.74859	4.82328	2.75932	-0.459012	radar	1.85983	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.6206	-8.71505	4.77271	2.75555	-0.442146	lidar	2.2529	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.8159	-8.57466	4.74311	2.70507	-0.478772	radar	6.94305	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-22.0203	-8.49823	4.7218	2.68964	-0.471278	lidar	0.411043	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2296	-8.38628	4.72837	2.66629	-0.468336	radar	1.82546	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4573	-8.29257	4.74028	2.6506	-0.460901	lidar	1.02548	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6509	-8.17271	4.7224	2.62097	-0.470539	radar	1.13106	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8786	-7.95514	4.79967	2.56695	-0.49717	lidar	5.41092	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0706	-7.80872	4.78386	2.52702	-0.521206	radar	4.1455	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2952	-7.64019	4.83191	2.49576	-0.524888	lidar	2.07266	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4922	-7.49786	4.84198	2.47751	-0.511823	radar	1.34691	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.661	-7.3511	4.81948	2.45052	-0.513665	lidar	0.753815	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8498	-7.19195	4.82868	2.42611	-0.510756	radar	0.828614	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.0154	-7.08773	4.77563	2.41553	-0.498471	lidar	2.09468	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
