time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461450000	-24.1831	-6.90735	4.7773	2.37969	-0.512005	radar	2.1004	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3415	-6.66763	4.8203	2.33035	-0.532498	lidar	3.51195	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5086	-6.49205	4.81701	2.29923	-0.542604	radar	3.62367	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.6143	-6.34119	4.74659	2.27064	-0.545792	lidar	5.64466	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7546	-6.15065	4.74254	2.23788	-0.552485	radar	0.429411	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9339	-5.95221	4.78064	2.21497	-0.54719	lidar	2.39528	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0637	-5.74807	4.7815	2.18241	-0.55172	radar	1.93288	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1976	-5.57186	4.76207	2.1601	-0.547522	lidar	0.298283	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3477	-5.38502	4.76968	2.14614	-0.529219	radar	1.12279	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4885	-5.16524	4.79685	2.11867	-0.529381	lidar	0.580955	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6186	-4.98412	4.78305	2.10766	-0.507329	radar	6.52488	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7323	-4.80448	4.75236	2.08692	-0.504002	lidar	0.592115	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8528	-4.59897	4.75575	2.0671	-0.495347	radar	0.350835	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9611	-4.36146	4.78149	2.03609	-0.500288	lidar	0.519326	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.073	-4.1428	4.78522	2.00165	-0.520633	radar	10.7314	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1615	-3.86964	4.83634	1.96269	-0.530942	lidar	2.20502	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2379	-3.63579	4.83558	1.92033	-0.557177	radar	3.70604	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2693	-3.37099	4.84748	1.87263	-0.574526	lidar	4.75087	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3195	-3.12873	4.8481	1.83043	-0.594131	radar	0.92201	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3477	-2.88933	4.83765	1.79133	-0.60275	lidar	1.58113	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.4038	-2.66073	4.83178	1.76462	-0.599578	radar	1.23298	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4825	-2.49088	4.77106	1.75432	-0.583978	lidar	5.40631	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5352	-2.25524	4.77635	1.73225	-0.573488	radar	0.783247	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5859	-2.05185	4.74466	1.71209	-0.566904	lidar	1.19872	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6151	-1.81463	4.7458	1.68791	-0.557717	radar	1.93867	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6133	-1.56819	4.74966	1.6509	-0.565668	lidar	1.19517	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6119	-1.3345	4.74273	1.61223	-0.581426	radar	1.82509	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6157	-1.10681	4.73112	1.58306	-0.581842	lidar	0.0853342	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6431	-0.87912	4.72654	1.56452	-0.571367	radar	5.05363	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6528	-0.633541	4.74064	1.54005	-0.567351	lidar	0.437643	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6411	-0.391682	4.7496	1.5054	-0.579458	radar	2.27904	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.596	-0.110432	4.7997	1.46631	-0.586999	lidar	2.67648	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5762	0.128431	4.8032	1.43711	-0.589954	radar	1.76251	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5523	0.408533	4.85556	1.4106	-0.585866	lidar	1.80196	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5374	0.644567	4.84895	1.39566	-0.566772	radar	1.69298	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5278	0.918517	4.89274	1.379	-0.555297	lidar	3.2538	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4882	1.16938	4.89876	1.36487	-0.530697	radar	7.63663	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4294	1.41122	4.90248	1.3366	-0.532122	lidar	0.0563079	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3903	1.63192	4.87574	1.32215	-0.514837	radar	8.54142	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3323	1.85208	4.85691	1.29747	-0.514367	lidar	0.23293	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2663	2.08302	4.85439	1.27232	-0.514079	radar	0.153486	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.201	2.28737	4.82115	1.24814	-0.513504	lidar	0.716038	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1381	2.51512	4.81177	1.23465	-0.494287	radar	1.26978	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0571	2.75471	4.82765	1.21118	-0.492844	lidar	0.155639	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9656	2.97844	4.83388	1.17858	-0.508027	radar	2.43495	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8647	3.24592	4.88884	1.15504	-0.505252	lidar	1.74742	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7826	3.47345	4.88906	1.13675	-0.498455	radar	2.23764	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6756	3.68168	4.87534	1.11021	-0.500165	lidar	0.12586	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.56	3.89087	4.86857	1.08243	-0.503486	radar	1.05018	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4898	4.082	4.82657	1.06879	-0.494189	lidar	3.91156	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3673	4.28639	4.82175	1.04212	-0.496187	radar	0.574208	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2096	4.50073	4.84396	1.00834	-0.50365	lidar	1.89664	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0589	4.69761	4.83753	0.982232	-0.497734	radar	8.92159	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9394	4.89425	4.82672	0.961952	-0.493887	lidar	0.496615	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7841	5.08605	4.82739	0.933407	-0.495928	radar	2.2579	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6179	5.29431	4.85505	0.905383	-0.498201	lidar	0.872445	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4481	5.47433	4.86336	0.868356	-0.515837	radar	0.928044	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.263	5.64844	4.86749	0.833836	-0.523498	lidar	1.20627	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0971	5.81403	4.86175	0.801244	-0.534478	radar	3.33707	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9243	5.97718	4.85323	0.7724	-0.536567	lidar	0.0672913	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7762	6.16092	4.82887	0.768712	-0.500849	radar	4.58447	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6076	6.31865	4.81651	0.743831	-0.501007	lidar	0.125065	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4566	6.49257	4.79874	0.734827	-0.479478	radar	2.10124	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2366	6.69855	4.87201	0.711401	-0.477248	lidar	4.21748	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0415	6.8418	4.85832	0.685971	-0.474386	radar	5.61065	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8291	7.00959	4.89005	0.660631	-0.475116	lidar	1.04766	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6192	7.14564	4.89421	0.628882	-0.484218	radar	1.36572	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4325	7.29285	4.88944	0.608983	-0.480465	lidar	0.326553	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.2074	7.42006	4.91726	0.568934	-0.504633	radar	2.46089	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0261	7.58101	4.92157	0.557683	-0.492006	lidar	2.20122	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8416	7.74348	4.91119	0.555437	-0.462478	radar	6.0802	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6332	7.8862	4.92259	0.53689	-0.458116	lidar	0.175907	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4421	8.01948	4.90339	0.524585	-0.444503	radar	1.85597	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2112	8.07087	4.86487	0.479732	-0.465625	lidar	4.06427	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0184	8.21908	4.84337	0.483313	-0.427563	radar	7.32643	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8368	8.36792	4.84134	0.47923	-0.41201	lidar	3.51888	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6001	8.47834	4.86958	0.451833	-0.421817	radar	3.93751	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3539	8.60947	4.91326	0.43428	-0.41783	lidar	1.46604	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1548	8.73595	4.8852	0.434104	-0.388556	radar	2.77411	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9509	8.84157	4.87094	0.419195	-0.384721	lidar	0.688709	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7509	8.95907	4.84121	0.418354	-0.358218	radar	2.53775	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5243	9.03554	4.83287	0.393621	-0.364498	lidar	0.344675	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.2889	9.14019	4.85318	0.378013	-0.361863	radar	4.32481	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0072	9.22688	4.90766	0.35167	-0.368533	lidar	5.66524	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7907	9.3115	4.8924	0.336766	-0.364596	radar	1.72294	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5378	9.41134	4.9265	0.322362	-0.360658	lidar	0.88114	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2767	9.44627	4.9507	0.279955	-0.391787	radar	5.18744	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9942	9.56807	5.02669	0.272945	-0.379307	lidar	4.07407	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7518	9.65215	5.01946	0.266317	-0.360571	radar	3.12783	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4804	9.75887	5.07159	0.259092	-0.350002	lidar	1.90404	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.2364	9.83109	5.07456	0.244913	-0.346845	radar	0.564103	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9676	9.95287	5.12835	0.245842	-0.329512	lidar	2.53701	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.7167	10.0157	5.13013	0.230536	-0.32778	radar	0.104227	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4671	10.1262	5.15442	0.231913	-0.311372	lidar	2.0298	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.2145	10.1904	5.16122	0.21767	-0.311118	radar	0.636458	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9708	10.229	5.14542	0.197807	-0.315197	lidar	0.18723	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.7246	10.2913	5.13616	0.190163	-0.304164	radar	0.414329	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4919	10.3007	5.09939	0.16418	-0.31433	lidar	1.06149	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.2044	10.3221	5.15231	0.132372	-0.337562	radar	8.04498	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9429	10.3815	5.1693	0.124238	-0.329414	lidar	0.47995	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6961	10.4166	5.13467	0.119043	-0.308464	radar	6.3855	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4441	10.3953	5.11406	0.0871855	-0.32372	lidar	1.76894	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1843	10.4204	5.11699	0.0738528	-0.319251	radar	0.629371	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8906	10.556	5.19693	0.0960782	-0.283172	lidar	8.98758	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6373	10.612	5.17804	0.101684	-0.25497	radar	2.81289	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3793	10.6185	5.17334	0.0827922	-0.260663	lidar	0.277787	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.1181	10.6442	5.17739	0.0722212	-0.257684	radar	0.26367	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8619	10.7351	5.19503	0.0841531	-0.234738	lidar	4.68542	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.6004	10.7832	5.19571	0.0855964	-0.217939	radar	1.93686	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3542	10.76	5.17	0.0603328	-0.231285	lidar	1.32978	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.0979	10.7965	5.16009	0.061675	-0.213081	radar	1.14831	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8477	10.8589	5.16326	0.0671483	-0.198292	lidar	2.51086	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5747	10.8796	5.178	0.0602318	-0.193333	radar	2.76459	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3372	10.8983	5.15494	0.0524076	-0.191754	lidar	0.811824	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0733	10.8421	5.18399	0.00387525	-0.24624	radar	8.89767	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7852	10.817	5.21241	-0.0169844	-0.253898	lidar	2.70305	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5289	10.8135	5.20775	-0.0286042	-0.252725	radar	0.157759	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2904	10.8129	5.18423	-0.0383242	-0.250209	lidar	0.993192	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0396	10.8627	5.1517	-0.0172994	-0.203899	radar	6.91713	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.78065	10.9052	5.16124	-0.0114318	-0.189065	lidar	2.29181	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.54303	10.8916	5.13097	-0.0218234	-0.187407	radar	4.06447	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.28386	10.9142	5.13862	-0.021463	-0.178453	lidar	0.823242	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.03408	10.8984	5.1215	-0.0299054	-0.173883	radar	2.76305	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.77272	10.925	5.1328	-0.0268988	-0.163148	lidar	1.17955	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.52706	10.8883	5.11267	-0.0428414	-0.168182	radar	6.36556	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.34153	10.8201	5.02355	-0.0705603	-0.186013	lidar	5.9006	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.08831	10.8329	5.01806	-0.0637885	-0.164764	radar	1.78544	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.77469	10.8636	5.09806	-0.0551911	-0.149135	lidar	4.73099	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.5132	10.8637	5.09456	-0.0504425	-0.129738	radar	2.54643	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.24208	10.8475	5.11435	-0.0574807	-0.130208	lidar	0.441771	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.00061	10.8799	5.08185	-0.0368675	-0.0920502	radar	5.28037	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
